location,Basel,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697,283.697
variable,Temperature,Precipitation Total,Relative Humidity,Wind Speed,Wind Direction
unit,°C,mm,%,km/h,°
level,2 m elevation corrected,sfc,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20220407T0900,11.500529,0.1,64.0,32.730316,240.33328
20220407T1000,13.360529,0.0,55.0,36.145504,236.78476
20220407T1100,14.500529,0.0,52.0,42.192245,244.74684
20220407T1200,14.060529,0.0,50.0,49.266098,243.06049
20220407T1300,14.600529,0.0,52.0,46.928593,235.94421
20220407T1400,13.340529,0.2,60.0,44.784927,233.49857
20220407T1500,12.680529,0.3,63.0,48.63332,231.009
20220407T1600,13.710529,0.0,59.0,44.360413,234.24612
20220407T1700,14.790529,0.0,58.0,43.434864,236.83678
20220407T1800,14.450529,0.0,59.0,43.157978,242.15242
20220407T1900,13.790529,0.0,62.0,41.26831,246.34201
20220407T2000,13.230529,0.0,66.0,38.706276,251.56506
20220407T2100,12.780529,0.0,73.0,38.85666,256.6075
20220407T2200,12.040529,0.8,78.0,40.24922,259.69516
20220407T2300,11.600529,0.1,78.0,35.463196,264.17368
20220408T0000,11.200529,0.4,79.0,30.903435,261.9643
20220408T0100,11.130529,0.0,77.0,36.217144,263.72272
20220408T0200,10.510529,0.1,83.0,23.499481,275.2739
20220408T0300,10.360529,0.2,81.0,26.28986,268.43063
20220408T0400,10.220529,0.1,81.0,24.933735,265.03027
20220408T0500,9.680529,0.3,85.0,18.947083,284.3003
20220408T0600,8.030529,1.2,92.0,14.689588,323.97263
20220408T0700,6.9505286,0.3,86.0,12.387348,305.5377
20220408T0800,7.2805285,0.2,84.0,11.090103,305.7539
20220408T0900,7.5305285,0.6,85.0,4.896529,287.10272
20220408T1000,8.900529,0.5,84.0,1.609969,296.56506
20220408T1100,10.810529,0.3,82.0,6.638072,282.5288
20220408T1200,13.420529,0.2,67.0,14.84318,230.90614
20220408T1300,14.200529,0.0,62.0,42.402134,246.48206
20220408T1400,15.0505295,0.0,60.0,47.532272,248.6821
20220408T1500,13.130529,0.7,68.0,44.72411,247.77039
20220408T1600,11.660529,1.4,72.0,40.641754,235.46535
20220408T1700,12.170529,1.1,71.0,33.89549,239.34933
20220408T1800,13.060529,0.4,72.0,28.503725,242.14035
20220408T1900,12.470529,0.0,67.0,32.688713,244.56378
20220408T2000,11.620529,0.0,67.0,27.169865,237.99463
20220408T2100,12.180529,0.0,65.0,29.162222,241.2202
20220408T2200,11.880529,0.0,62.0,37.35683,242.44719
20220408T2300,11.250529,0.0,63.0,42.785507,239.11893
20220409T0000,10.350529,0.0,66.0,45.929283,236.18538
20220409T0100,9.470529,0.2,71.0,42.73702,235.64062
20220409T0200,9.140529,0.5,77.0,34.606842,267.01855
20220409T0300,2.4405286,2.0,87.0,33.326744,333.71173
20220409T0400,1.2105286,1.5,93.0,28.555965,303.69006
20220409T0500,1.1605287,2.2,93.0,26.576681,298.30078
20220409T0600,1.8805287,1.2,91.0,23.4,270.0
20220409T0700,3.0305285,0.0,88.0,32.839024,282.66507
20220409T0800,4.1205287,0.0,75.0,28.51282,307.30396
20220409T0900,4.8305287,0.0,69.0,24.567198,304.8545
20220409T1000,5.3805285,0.0,64.0,24.162947,294.65588
20220409T1100,6.1005287,0.0,59.0,23.664352,283.1906
20220409T1200,7.2505283,0.0,54.0,24.884306,284.23727
20220409T1300,9.220529,0.0,42.0,17.84816,311.72952
20220409T1400,9.810529,0.0,38.0,16.981165,302.00537
20220409T1500,9.360529,0.0,41.0,19.592731,290.43283
20220409T1600,8.960529,0.0,46.0,24.280659,285.47864
20220409T1700,7.9805284,0.0,55.0,29.519999,282.6804
20220409T1800,7.9405284,0.0,56.0,26.717722,284.03625
20220409T1900,7.0805287,0.0,64.0,23.023119,279.90417
20220409T2000,5.3505287,0.0,75.0,20.008356,261.72412
20220409T2100,4.290529,0.0,81.0,19.353138,251.56506
20220409T2200,4.4505286,0.0,80.0,18.345877,254.0546
20220409T2300,4.0305285,0.0,81.0,18.345877,254.0546
20220410T0000,4.3005285,0.0,81.0,16.75064,261.34747
20220410T0100,3.7105286,0.0,85.0,17.518356,260.5377
20220410T0200,3.0405285,0.0,87.0,16.645864,248.4287
20220410T0300,2.3305285,0.0,89.0,15.876775,237.0306
20220410T0400,1.7105286,0.0,88.0,16.08761,229.53778
20220410T0500,1.4705287,0.0,85.0,15.7908325,223.15239
20220410T0600,1.3305286,0.0,87.0,14.512064,223.99492
20220410T0700,2.6405284,0.0,79.0,11.480557,228.81409
20220410T0800,5.4405284,0.0,73.0,9.422101,276.58194
20220410T0900,6.8605285,0.0,60.0,11.928989,275.19443
20220410T1000,8.190529,0.0,50.0,10.594036,279.7824
20220410T1100,10.010529,0.0,43.0,8.473393,282.26477
20220410T1200,11.570529,0.0,38.0,6.9527545,291.2505
20220410T1300,10.770529,0.0,42.0,5.315336,331.69925
20220410T1400,11.370529,0.0,39.0,4.0249224,349.69516
20220410T1500,11.650529,0.0,37.0,2.8799999,360.0
20220410T1600,11.850529,0.0,36.0,3.9763298,5.194412
20220410T1700,11.8005295,0.0,35.0,5.5887027,14.931412
20220410T1800,11.390529,0.0,35.0,6.12,28.07248
20220410T1900,10.5505295,0.0,38.0,6.989936,34.508514
20220410T2000,9.860529,0.0,40.0,6.2145634,79.99202
20220410T2100,7.9605284,0.0,48.0,8.78872,124.99202
20220410T2200,5.790529,0.0,58.0,8.714677,128.29016
20220410T2300,4.5905285,0.0,64.0,8.435069,129.80557
20220411T0000,3.9305286,0.0,63.0,10.1887,122.00538
20220411T0100,3.6605287,0.0,60.0,12.55879,117.29957
20220411T0200,3.0005286,0.0,66.0,13.217443,119.35774
20220411T0300,3.2905285,0.0,66.0,15.2947035,116.56505
20220411T0400,3.5805285,0.0,64.0,17.068707,117.64597
20220411T0500,3.1905286,0.0,61.0,16.434305,118.81079
20220411T0600,2.3005285,0.0,62.0,15.277749,124.43899
20220411T0700,3.6105285,0.0,58.0,15.315873,119.577835
20220411T0800,6.2805285,0.0,50.0,17.654688,110.282555
20220411T0900,8.880529,0.0,42.0,18.214718,108.434944
20220411T1000,11.530529,0.0,37.0,18.448023,107.020515
20220411T1100,13.560529,0.0,33.0,17.208603,105.78075
20220411T1200,15.200529,0.0,30.0,14.973576,99.68878
20220411T1300,16.430529,0.0,35.0,15.629972,97.943474
20220411T1400,17.70053,0.0,33.0,15.226764,96.78896
20220411T1500,18.48053,0.0,32.0,16.65754,96.203445
20220411T1600,19.000528,0.0,32.0,16.299694,96.34019
20220411T1700,19.190529,0.0,33.0,16.09969,100.30484
20220411T1800,18.89053,0.0,35.0,14.84318,112.83366
20220411T1900,17.06053,0.0,40.0,12.904882,112.98871
20220411T2000,13.760529,0.0,58.0,13.363711,117.255325
20220411T2100,11.580529,0.0,64.0,12.031756,128.92754
20220411T2200,11.3005295,0.0,50.0,11.720751,132.51044
20220411T2300,10.830529,0.0,43.0,10.97262,138.9909
20220412T0000,10.890529,0.0,38.0,10.739832,129.55966
20220412T0100,10.950529,0.0,42.0,11.525623,128.6598
20220412T0200,10.240529,0.0,42.0,11.983188,122.73523
20220412T0300,8.340529,0.0,50.0,12.682018,124.592285
20220412T0400,7.3505287,0.0,59.0,13.70839,119.9315
20220412T0500,6.2805285,0.0,66.0,14.689588,126.027374
20220412T0600,6.4005284,0.0,64.0,14.021525,131.87787
20220412T0700,8.170529,0.0,61.0,13.896187,126.57303
20220412T0800,11.270529,0.0,55.0,16.75064,118.21736
20220412T0900,14.010529,0.0,48.0,18.204042,114.53772
20220412T1000,16.54053,0.0,43.0,17.709658,116.56505
20220412T1100,18.81053,0.0,39.0,16.267857,114.86369
20220412T1200,20.64053,0.0,35.0,17.58481,112.89055
20220412T1300,21.55053,0.0,34.0,10.829959,105.42216
20220412T1400,22.920528,0.0,32.0,14.458382,108.886086
20220412T1500,23.72053,0.0,32.0,18.193361,117.072075
20220412T1600,24.020529,0.0,31.0,18.0,126.869896
20220412T1700,23.500528,0.0,34.0,16.418526,127.874985
20220412T1800,22.47053,0.0,39.0,14.512064,119.74488
20220412T1900,20.63053,0.0,44.0,13.37825,113.80594
20220412T2000,18.760529,0.0,54.0,11.435313,118.17859
20220412T2100,17.500528,0.0,60.0,9.290511,125.537674
20220412T2200,16.770529,0.0,64.0,5.95906,154.98311
20220412T2300,16.88053,0.0,57.0,7.24486,206.56505
20220413T0000,15.960529,0.0,44.0,9.983106,244.359
20220413T0100,15.630529,0.0,45.0,10.105681,265.91437
20220413T0200,15.490529,0.0,46.0,5.5887027,255.06857
20220413T0300,15.540529,0.0,48.0,2.8799999,180.0
20220413T0400,15.270529,0.0,49.0,3.219938,153.43495
20220413T0500,14.590529,0.0,51.0,5.771239,176.42366
20220413T0600,13.740529,0.0,54.0,7.5685663,182.72632
20220413T0700,13.470529,0.0,59.0,6.519877,186.3402
20220413T0800,15.420529,0.0,54.0,8.64,270.0
20220413T0900,17.23053,0.0,37.0,13.797912,277.49585
20220413T1000,18.690529,0.0,37.0,12.074766,280.30487
20220413T1100,20.170528,0.0,35.0,11.090103,283.13403
20220413T1200,21.46053,0.0,34.0,8.049845,296.56506
20220413T1300,22.07053,0.0,37.0,9.673221,315.0
20220413T1400,22.610529,0.0,40.0,8.707237,330.25513
20220413T1500,23.000528,0.0,43.0,8.557102,337.75098
20220413T1600,23.13053,0.0,46.0,11.631956,338.1986
20220413T1700,22.95053,0.0,45.0,13.009903,345.57922
20220413T1800,22.430529,0.0,48.0,10.948973,350.5377
20220413T1900,21.21053,0.0,54.0,10.009036,322.3058
20220413T2000,19.610529,0.0,59.0,9.931042,316.4688
20220413T2100,18.350529,0.0,63.0,8.669949,311.63354
20220413T2200,16.940529,0.0,68.0,9.0645685,276.84277
20220413T2300,16.29053,0.0,64.0,8.28,270.0
20220414T0000,16.350529,0.0,61.0,7.342588,281.30994
20220414T0100,15.020529,0.0,64.0,6.489992,289.44003
20220414T0200,14.810529,0.0,66.0,5.0528407,265.91437
20220414T0300,15.010529,0.0,67.0,4.32,270.0
20220414T0400,14.500529,0.0,72.0,4.6938257,302.4712
20220414T0500,13.830529,0.0,76.0,5.692099,304.69516
20220414T0600,13.690529,0.0,79.0,6.0347,287.35403
20220414T0700,14.140529,0.0,81.0,6.830519,288.43497
20220414T0800,15.430529,0.0,80.0,8.0899935,302.27563
20220414T0900,15.990529,0.0,79.0,9.957108,310.60132
20220414T1000,17.420528,0.0,74.0,13.479583,325.88556
20220414T1100,18.260529,0.0,70.0,17.10284,329.65674
20220414T1200,17.81053,0.1,73.0,22.59699,329.34933
20220414T1300,17.47053,0.0,73.0,13.0447235,332.02054
20220414T1400,17.54053,0.0,73.0,13.217443,330.64227
20220414T1500,17.930529,0.0,72.0,13.70839,330.06848
20220414T1600,17.88053,0.0,72.0,15.7908325,335.77228
20220414T1700,18.13053,0.0,70.0,17.654686,343.41266
20220414T1800,17.64053,0.0,72.0,15.978486,345.6507
20220414T1900,16.70053,0.0,77.0,12.303366,339.44397
20220414T2000,15.3005295,0.0,84.0,10.514218,321.95297
20220414T2100,14.610529,0.0,85.0,7.7043357,307.40536
20220414T2200,14.160529,0.0,86.0,5.2416787,285.9454
20220414T2300,13.730529,0.0,88.0,3.6179552,275.7106
20220415T0000,12.980529,0.0,91.0,1.9386592,291.8014
20220415T0100,12.220529,0.0,95.0,2.16,270.0
20220415T0200,11.880529,0.0,96.0,3.5455887,246.0375
20220415T0300,11.740529,0.0,96.0,3.8773184,248.1986
20220415T0400,11.910529,0.0,96.0,2.6208394,254.0546
20220415T0500,11.960529,0.0,96.0,1.8,270.0
20220415T0600,11.850529,0.0,96.0,1.8,270.0
20220415T0700,12.220529,0.0,95.0,2.4149535,296.56506
20220415T0800,12.720529,0.0,93.0,3.0758414,339.44397
20220415T0900,13.790529,0.0,88.0,4.6800003,337.38013
20220415T1000,15.620529,0.0,81.0,4.5536795,341.56506
20220415T1100,16.910528,0.0,72.0,3.9763298,354.8056
20220415T1200,18.37053,0.0,61.0,6.12,360.0
20220415T1300,17.71053,0.0,66.0,5.771239,356.42368
20220415T1400,19.090528,0.0,57.0,5.771239,356.42368
20220415T1500,20.020529,0.0,50.0,8.64,360.0
20220415T1600,20.360529,0.0,46.0,10.948973,9.462311
20220415T1700,20.23053,0.0,46.0,13.627795,12.200455
20220415T1800,19.72053,0.0,47.0,13.1041975,15.945404
20220415T1900,18.45053,0.0,52.0,11.367109,10.954056
20220415T2000,15.560529,0.0,63.0,10.739833,13.570435
20220415T2100,13.680529,0.0,69.0,6.2145634,10.00798
20220415T2200,12.430529,0.0,76.0,1.8,180.0
20220415T2300,12.390529,0.0,75.0,4.32,180.0
20220416T0000,12.8005295,0.0,72.0,1.1384199,251.56506
20220416T0100,11.990529,0.0,76.0,4.32,360.0
20220416T0200,11.190529,0.0,82.0,3.8773184,21.801407
20220416T0300,10.150529,0.0,86.0,2.4149535,63.43495
20220416T0400,8.330529,0.0,94.0,3.6,323.13013
20220416T0500,7.3305287,0.0,95.0,4.5536795,288.43497
20220416T0600,7.3805285,0.0,94.0,3.6,270.0
20220416T0700,7.4805284,0.0,93.0,4.0249224,296.56506
20220416T0800,8.060529,0.0,90.0,5.634891,333.43497
20220416T0900,9.130529,0.0,85.0,5.937272,345.96375
20220416T1000,10.630529,0.0,81.0,5.3999996,360.0
20220416T1100,13.840529,0.0,68.0,5.8048253,7.125
20220416T1200,15.480529,0.0,60.0,6.989936,34.508514
20220416T1300,17.170528,0.0,44.0,14.05845,87.06432
20220416T1400,17.340528,0.0,40.0,23.051247,91.7899
20220416T1500,17.080528,0.0,42.0,23.78453,92.60256
20220416T1600,16.90053,0.0,43.0,25.210283,91.63657
20220416T1700,16.330528,0.0,44.0,25.60053,93.224525
20220416T1800,15.130529,0.0,45.0,27.117346,95.33215
20220416T1900,13.330529,0.0,49.0,25.364037,96.5198
20220416T2000,11.720529,0.0,53.0,17.654688,92.33731
20220416T2100,10.180529,0.0,57.0,10.823973,86.18592
20220416T2200,8.900529,0.0,61.0,7.10031,59.534447
20220416T2300,8.220529,0.0,60.0,7.628263,70.70995
20220417T0000,7.6405287,0.0,49.0,10.1376915,83.8845
20220417T0100,6.7805285,0.0,45.0,9.72,89.99999
20220417T0200,5.8705287,0.0,49.0,6.4799995,89.99999
20220417T0300,4.8905287,0.0,55.0,2.5455842,81.869896
20220417T0400,3.5205286,0.0,64.0,0.71999997,180.0
20220417T0500,2.7705286,0.0,66.0,1.2979984,213.69006
20220417T0600,2.0805285,0.0,69.0,1.609969,206.56505
20220417T0700,2.9205287,0.0,67.0,1.609969,333.43497
20220417T0800,5.0605288,0.0,62.0,4.39436,55.007973
20220417T0900,9.420529,0.0,41.0,8.854829,63.43495
20220417T1000,12.600529,0.0,30.0,10.990322,58.392494
20220417T1100,14.720529,0.0,25.0,11.681987,56.30993
20220417T1200,16.38053,0.0,20.0,13.661038,71.56504
20220417T1300,17.430529,0.0,22.0,17.377226,76.827446
20220417T1400,17.850529,0.0,21.0,20.240196,84.897835
20220417T1500,18.170528,0.0,22.0,21.26744,87.08916
20220417T1600,17.73053,0.0,23.0,23.042812,90.89517
20220417T1700,16.920528,0.0,24.0,23.42491,92.64253
20220417T1800,15.540529,0.0,28.0,23.219301,97.125015
20220417T1900,13.790529,0.0,33.0,18.888851,97.666794
20220417T2000,11.720529,0.0,40.0,15.226764,96.78896
20220417T2100,9.820529,0.0,45.0,12.496719,101.63363
20220417T2200,8.460529,0.0,48.0,11.298495,112.47943
20220417T2300,7.2505283,0.0,52.0,9.693296,111.80141
20220418T0000,5.9305286,0.0,57.0,6.9247384,117.89726
20220418T0100,4.8805285,0.0,61.0,5.495161,121.6075
20220418T0200,3.9205287,0.0,65.0,4.8433046,138.01279
20220418T0300,3.0105286,0.0,68.0,4.6102495,141.34018
20220418T0400,2.4805286,0.0,69.0,4.6800003,157.38013
20220418T0500,2.2705286,0.0,69.0,5.634891,153.43495
20220418T0600,2.2505286,0.0,68.0,6.9527545,158.7495
20220418T0700,4.000529,0.0,61.0,6.618519,135.0
20220418T0800,6.7005286,0.0,54.0,7.42159,104.03624
20220418T0900,10.030529,0.0,47.0,10.086427,87.95459
20220418T1000,13.040529,0.0,37.0,12.620554,86.72951
20220418T1100,14.720529,0.0,30.0,14.417988,87.137596
20220418T1200,16.07053,0.0,29.0,11.165805,69.22774
20220418T1300,16.47053,0.0,36.0,6.489992,33.690063
20220418T1400,17.07053,0.0,37.0,6.8399997,360.0
20220418T1500,17.37053,0.0,39.0,7.5685663,357.2737
20220418T1600,17.530529,0.0,40.0,7.5685663,2.7262878
20220418T1700,17.580528,0.0,40.0,7.2,360.0
20220418T1800,17.29053,0.0,40.0,7.5599995,360.0
20220418T1900,16.440529,0.0,43.0,5.4119864,356.18594
20220418T2000,15.270529,0.0,47.0,2.6208394,344.0546
20220418T2100,13.950529,0.0,52.0,1.835647,168.69006
20220418T2200,12.470529,0.0,57.0,5.0911684,135.0
20220418T2300,11.330529,0.0,59.0,8.913181,136.63657
20220419T0000,9.540529,0.0,54.0,11.592895,115.76932
20220419T0100,8.410529,0.0,58.0,10.1887,122.00538
20220419T0200,7.9105287,0.0,61.0,8.714677,128.29016
20220419T0300,7.0205283,0.0,62.0,7.24486,116.56505
20220419T0400,5.8705287,0.0,64.0,6.439876,116.56505
20220419T0500,5.3305287,0.0,63.0,6.6087217,119.35774
20220419T0600,5.2005286,0.0,65.0,7.4128532,119.054596
20220419T0700,6.5605288,0.0,65.0,5.5887027,104.93142
20220419T0800,9.410529,0.0,60.0,9.826088,98.42697
20220419T0900,12.730529,0.0,51.0,11.5199995,89.99999
20220419T1000,14.920529,0.0,44.0,10.137692,73.495636
20220419T1100,16.260529,0.0,39.0,7.289444,20.224854
20220419T1200,17.090528,0.0,38.0,9.779817,353.65985
20220419T1300,17.80053,0.0,42.0,14.118243,340.64102
20220419T1400,18.430529,0.0,37.0,15.725037,344.0546
20220419T1500,18.62053,0.0,35.0,16.24394,347.19574
20220419T1600,18.65053,0.0,32.0,16.65754,353.79657
20220419T1700,18.38053,0.0,34.0,16.563911,358.75464
20220419T1800,17.740528,0.0,37.0,16.56,360.0
20220419T1900,16.360529,0.0,43.0,14.404499,358.56793
20220419T2000,14.100529,0.0,52.0,12.245294,1.6846771
20220419T2100,12.660529,0.0,58.0,6.849467,356.98724
20220419T2200,12.420529,0.0,60.0,3.4152596,161.56505
20220419T2300,13.020529,0.0,56.0,4.8965297,143.97263
20220420T0000,12.810529,0.0,54.0,11.384199,108.434944
20220420T0100,11.450529,0.0,46.0,23.233253,102.52881
20220420T0200,10.230529,0.0,49.0,19.809813,109.09349
20220420T0300,9.310529,0.0,52.0,14.24163,110.725555
20220420T0400,8.460529,0.0,55.0,12.10157,112.75097
20220420T0500,7.2805285,0.0,61.0,8.373386,115.46334
20220420T0600,6.6205287,0.0,65.0,6.193674,125.537674
20220420T0700,8.620529,0.0,56.0,6.87779,96.009
20220420T0800,10.980529,0.0,46.0,12.6462,85.10091
20220420T0900,12.790529,0.0,34.0,15.84,89.99999
20220420T1000,14.080529,0.0,29.0,15.158522,85.91438
20220420T1100,15.440529,0.0,28.0,12.144331,78.023865
20220420T1200,16.610529,0.0,30.0,9.360001,67.380135
20220420T1300,17.30053,0.0,38.0,6.6087217,60.64225
20220420T1400,17.90053,0.0,38.0,6.193674,54.46232
20220420T1500,18.360529,0.0,38.0,5.692099,55.304832
20220420T1600,18.440529,0.0,37.0,5.692099,55.304832
20220420T1700,18.250528,0.0,37.0,5.815978,68.19859
20220420T1800,17.57053,0.0,36.0,12.313893,105.25512
20220420T1900,15.710529,0.0,37.0,15.042659,111.0375
20220420T2000,13.900529,0.0,39.0,16.167967,101.56012
20220420T2100,11.770529,0.0,45.0,13.75558,96.009
20220420T2200,10.610529,0.0,49.0,11.212135,95.52754
20220420T2300,9.780529,0.0,49.0,7.5170207,106.69924
20220421T0000,8.180529,0.0,53.0,2.9024127,119.74488
20220421T0100,6.6205287,0.0,59.0,1.8,180.0
20220421T0200,5.8405285,0.0,61.0,3.2399998,180.0
20220421T0300,5.1205287,0.0,63.0,2.5455842,171.8699
20220421T0400,4.5905285,0.0,63.0,2.8799999,180.0
20220421T0500,4.1705284,0.0,63.0,3.319036,192.52881
20220421T0600,4.040529,0.0,62.0,3.4152596,198.43495
20220421T0700,5.2005286,0.0,58.0,1.609969,296.56506
20220421T0800,6.6905284,0.0,56.0,2.968636,345.96375
20220421T0900,8.360529,0.0,56.0,5.0528407,4.085617
20220421T1000,11.5505295,0.0,50.0,6.3690495,42.70938
20220421T1100,15.120529,0.0,41.0,9.904906,19.093475
20220421T1200,16.240528,0.0,44.0,12.620554,356.7295
20220421T1300,16.39053,0.0,45.0,9.779817,353.65985
20220421T1400,17.660528,0.0,44.0,9.36,360.0
20220421T1500,18.45053,0.0,43.0,5.3517847,19.653809
20220421T1600,19.110529,0.0,37.0,5.634891,63.43495
20220421T1700,19.250528,0.0,33.0,7.8625183,74.054596
20220421T1800,18.70053,0.0,34.0,10.464798,93.945175
20220421T1900,17.340528,0.0,39.0,11.367109,100.954056
20220421T2000,15.310529,0.0,48.0,12.964998,91.59113
20220421T2100,13.310529,0.0,52.0,12.261158,93.366455
20220421T2200,11.200529,0.0,60.0,7.628263,109.29004
20220421T2300,9.310529,0.0,68.0,2.968636,165.96376
20220422T0000,8.360529,0.0,70.0,4.2136917,250.0169
20220422T0100,8.000528,0.0,71.0,5.692099,235.30484
20220422T0200,7.3705287,0.0,72.0,5.95906,244.98311
20220422T0300,6.5605288,0.0,81.0,6.519877,276.34018
20220422T0400,5.4005284,0.0,91.0,6.130579,273.36646
20220422T0500,5.1405287,0.0,94.0,4.68,270.0
20220422T0600,5.1005287,0.0,93.0,4.3498964,294.44397
20220422T0700,5.4205284,0.0,92.0,5.1919937,303.69006
20220422T0800,6.4105287,0.0,86.0,7.145796,319.08563
20220422T0900,8.210529,0.0,77.0,6.9247384,332.10272
20220422T1000,10.610529,0.0,68.0,6.6087217,330.64227
20220422T1100,13.370529,0.0,60.0,8.217153,331.1892
20220422T1200,15.680529,0.0,55.0,10.829958,338.55228
20220422T1300,16.22053,0.0,53.0,10.829959,344.57782
20220422T1400,17.56053,0.0,51.0,11.525623,345.52972
20220422T1500,18.37053,0.0,50.0,10.446206,358.0251
20220422T1600,18.910528,0.0,47.0,7.69592,10.7842865
20220422T1700,18.97053,0.0,46.0,6.297428,30.963745
20220422T1800,18.770529,0.0,45.0,5.3999996,53.130096
20220422T1900,18.240528,0.0,47.0,2.4149535,26.565033
20220422T2000,17.500528,0.0,49.0,5.0528407,355.91437
20220422T2100,16.350529,0.0,55.0,4.39436,34.99202
20220422T2200,15.320529,0.0,60.0,4.2136917,109.9831
20220422T2300,14.670529,0.0,62.0,5.692099,124.69515
20220423T0000,13.560529,0.0,67.0,6.3690495,137.2906
20220423T0100,12.870529,0.0,68.0,8.4963045,126.38435
20220423T0200,11.5505295,0.0,69.0,9.826088,118.442924
20220423T0300,10.5505295,0.0,71.0,12.57426,113.62937
20220423T0400,10.520529,0.0,69.0,14.8257065,119.054596
20220423T0500,10.350529,0.0,69.0,16.299694,120.52971
20220423T0600,10.350529,0.0,73.0,18.709612,120.01836
20220423T0700,10.400529,0.0,75.0,18.193361,117.072075
20220423T0800,11.130529,0.0,73.0,14.587776,105.75117
20220423T0900,12.140529,0.0,70.0,9.726665,92.12109
20220423T1000,13.350529,0.0,68.0,10.799999,360.0
20220423T1100,14.690529,0.0,64.0,15.937878,341.56506
20220423T1200,15.410529,0.0,64.0,18.837322,333.92465
20220423T1300,14.480529,0.0,68.0,11.165805,339.22775
20220423T1400,15.020529,0.0,64.0,9.178235,318.17984
20220423T1500,15.5505295,0.0,62.0,13.684735,333.43497
20220423T1600,16.71053,0.0,60.0,10.8955765,352.40536
20220423T1700,16.110529,0.0,63.0,6.9153743,308.65982
20220423T1800,17.180529,0.0,62.0,11.043261,340.9744
20220423T1900,16.770529,0.0,65.0,6.849467,3.0127716
20220423T2000,16.54053,0.0,63.0,13.849476,81.02737
20220423T2100,14.690529,0.0,46.0,14.417988,92.862404
20220423T2200,14.330529,0.0,43.0,13.779114,109.85521
20220423T2300,13.420529,0.0,46.0,11.480557,131.18591
20220424T0000,12.500529,0.0,61.0,8.12197,167.19574
20220424T0100,12.450529,0.0,78.0,16.203999,271.27304
20220424T0200,9.060529,0.0,74.0,17.727943,282.9074
20220424T0300,8.140529,0.0,84.0,11.165805,290.77228
20220424T0400,7.7605286,0.0,83.0,6.9527545,248.7495
20220424T0500,7.540529,0.0,82.0,10.685391,237.38075
20220424T0600,7.6805286,0.0,80.0,10.315115,240.75117
20220424T0700,8.600529,0.0,75.0,11.4862,237.80426
20220424T0800,10.070529,0.0,69.0,4.0249224,243.43495
20220424T0900,10.740529,0.0,67.0,1.8,216.8699
20220424T1000,13.440529,0.0,57.0,6.87779,263.991
20220424T1100,15.650529,0.0,43.0,18.455048,249.44395
20220424T1200,15.690529,0.0,47.0,22.19773,278.39294
20220424T1300,14.420529,0.0,52.0,20.240196,275.10217
20220424T1400,14.320529,0.0,55.0,23.936617,282.15494
20220424T1500,14.130529,0.0,57.0,27.117346,275.33215
20220424T1600,14.130529,0.0,58.0,23.535301,263.8534
20220424T1700,14.170529,0.0,59.0,22.380884,258.87082
20220424T1800,12.970529,0.3,70.0,13.084402,262.09283
20220424T1900,12.460529,0.8,80.0,8.311245,252.34988
20220424T2000,12.160529,0.7,87.0,15.124284,268.63608
20220424T2100,11.340529,4.7,92.0,8.669949,228.36647
20220424T2200,12.020529,2.3,86.0,21.96,259.61115
20220424T2300,10.180529,0.9,92.0,17.339897,318.36646
20220425T0000,9.910529,0.2,91.0,6.6185193,292.38013
20220425T0100,9.990529,0.0,90.0,3.6,306.8699
20220425T0200,10.020529,0.0,90.0,2.0991426,239.03624
20220425T0300,10.180529,0.0,92.0,1.609969,206.56505
20220425T0400,10.330529,0.1,93.0,0.35999998,270.0
20220425T0500,10.160529,0.0,94.0,1.1384199,251.56506
20220425T0600,10.3005295,0.0,94.0,1.4399999,270.0
20220425T0700,11.040529,0.0,92.0,4.5536795,288.43497
20220425T0800,11.660529,1.1,90.0,9.255571,283.49573
20220425T0900,11.750529,1.1,83.0,13.75558,263.991
20220425T1000,11.920529,0.3,78.0,13.551501,230.38931
20220425T1100,13.590529,0.0,66.0,11.720751,227.48956
20220425T1200,14.240529,0.0,66.0,10.829959,285.42218
20220425T1300,13.120529,0.7,75.0,17.731598,275.82635
20220425T1400,13.000529,0.2,75.0,16.62249,274.96973
20220425T1500,13.570529,0.0,67.0,15.941944,276.4831
20220425T1600,14.700529,0.0,64.0,13.1041975,285.9454
20220425T1700,15.030529,0.0,61.0,9.021574,298.61047
20220425T1800,14.690529,0.0,61.0,6.6185193,292.38013
20220425T1900,12.560529,1.5,81.0,14.77755,267.2073
20220425T2000,10.940529,4.6,92.0,10.685391,302.61926
20220425T2100,10.610529,1.6,91.0,1.8,53.130096
20220425T2200,10.630529,0.6,92.0,6.1305785,139.76364
20220425T2300,10.790529,0.4,89.0,6.12,180.0
20220426T0000,10.750529,0.0,80.0,8.161764,228.57634
20220426T0100,10.360529,0.0,80.0,11.91812,244.98311
20220426T0200,10.0505295,0.0,80.0,9.585739,235.71313
20220426T0300,9.620529,0.0,83.0,11.91812,244.98311
20220426T0400,9.750529,0.2,89.0,9.531505,259.11447
