location,Basel,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697,283.697
variable,Temperature,Precipitation Total,Relative Humidity,Wind Speed,Wind Direction
unit,°C,mm,%,km/h,°
level,2 m elevation corrected,sfc,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20220130T0200,7.5905285,0.0,86.0,23.576563,262.98352
20220130T0300,7.3805285,0.0,87.0,23.770906,271.73572
20220130T0400,6.8505287,0.1,89.0,21.897945,279.46234
20220130T0500,6.4605284,0.2,90.0,19.48661,281.7251
20220130T0600,5.9905286,0.0,89.0,15.175612,292.3062
20220130T0700,5.3405285,0.0,89.0,12.55879,297.29956
20220130T0800,4.8705287,0.0,85.0,10.703569,289.6538
20220130T0900,5.0305285,0.0,82.0,10.028439,291.0375
20220130T1000,5.8005285,0.0,76.0,11.792404,301.26373
20220130T1100,6.1805286,0.0,72.0,13.584932,302.00537
20220130T1200,6.5105286,0.0,66.0,13.849477,297.89728
20220130T1300,7.6105285,0.0,69.0,9.673221,315.0
20220130T1400,7.7405286,0.0,68.0,8.942214,319.8991
20220130T1500,8.040529,0.0,64.0,7.386582,313.0251
20220130T1600,8.130529,0.0,61.0,6.4096174,308.15723
20220130T1700,7.8205285,0.0,60.0,6.1094027,315.0
20220130T1800,6.7705283,0.0,63.0,5.6233797,309.80557
20220130T1900,5.7405286,0.0,69.0,4.5536795,288.43497
20220130T2000,4.7305284,0.0,74.0,0.71999997,270.0
20220130T2100,3.9305286,0.0,77.0,5.3517847,109.653824
20220130T2200,2.6205285,0.0,82.0,7.10031,120.465546
20220130T2300,2.3205285,0.0,86.0,4.39436,145.00798
20220131T0000,2.3905284,0.0,86.0,2.6208394,164.0546
20220131T0100,2.2505286,0.0,88.0,1.9386592,248.1986
20220131T0200,2.3305285,0.0,81.0,10.661107,258.31064
20220131T0300,1.8505287,0.0,82.0,12.7279215,261.8699
20220131T0400,2.0705285,0.0,85.0,18.374111,267.75427
20220131T0500,2.1005285,0.0,85.0,23.377836,260.2476
20220131T0600,2.7905285,0.0,83.0,25.849905,257.125
20220131T0700,3.0105286,0.0,82.0,29.620802,253.76767
20220131T0800,3.7105286,0.0,78.0,38.48129,250.88702
20220131T0900,4.2505283,0.0,75.0,43.86242,249.33388
20220131T1000,4.3505287,0.0,77.0,45.685966,257.71603
20220131T1100,5.3605285,0.0,75.0,43.583797,268.10663
20220131T1200,4.9505286,0.1,75.0,41.90406,278.89587
20220131T1300,5.040529,0.1,71.0,37.212578,282.28833
20220131T1400,4.6705284,0.1,73.0,35.864742,287.52557
20220131T1500,4.6205287,0.2,68.0,35.931534,294.2539
20220131T1600,4.2405286,0.1,69.0,35.785156,293.7284
20220131T1700,3.9505286,0.0,68.0,34.387066,289.57312
20220131T1800,3.3605285,0.0,70.0,35.565376,291.37064
20220131T1900,2.8505285,0.0,72.0,37.503983,291.39288
20220131T2000,2.1805286,0.0,79.0,38.600662,289.6179
20220131T2100,1.7505287,0.0,82.0,38.30576,291.50143
20220131T2200,1.6905286,0.0,79.0,36.55906,295.051
20220131T2300,1.7205287,0.0,76.0,31.575506,298.61047
20220201T0000,1.6705287,0.0,74.0,28.017622,297.5528
20220201T0100,1.5905286,0.0,75.0,24.86868,292.10944
20220201T0200,1.7105286,0.0,75.0,23.469128,290.6589
20220201T0300,1.5405287,0.0,78.0,23.683512,289.53665
20220201T0400,1.5605286,0.0,78.0,22.657131,287.57126
20220201T0500,1.2305287,0.0,82.0,20.898611,280.9228
20220201T0600,0.6905287,0.2,91.0,23.623243,277.88315
20220201T0700,0.79052866,0.3,89.0,22.104116,276.5463
20220201T0800,0.80052865,0.1,85.0,23.78453,272.60257
20220201T0900,1.1705287,0.0,80.0,28.802248,270.71616
20220201T1000,1.6505287,0.0,77.0,29.934166,273.4474
20220201T1100,2.6705287,0.0,71.0,31.712711,272.60257
20220201T1200,2.8305285,0.0,73.0,31.97319,262.23483
20220201T1300,4.1405287,0.0,66.0,29.144438,252.01266
20220201T1400,5.1705284,0.0,58.0,30.421598,249.20589
20220201T1500,5.8505287,0.0,58.0,36.896046,252.97949
20220201T1600,5.3105288,0.0,64.0,39.9097,248.29456
20220201T1700,5.2405286,0.0,67.0,41.104683,252.6759
20220201T1800,4.8605285,0.0,72.0,37.731365,254.50516
20220201T1900,4.7405286,0.0,78.0,38.059677,259.64667
20220201T2000,5.0605288,0.0,79.0,41.8855,265.56354
20220201T2100,4.9305286,0.0,82.0,41.039997,270.0
20220201T2200,5.0505285,0.0,84.0,41.8855,274.43646
20220201T2300,4.7705283,0.0,87.0,41.456306,272.98663
20220202T0000,4.8205285,0.0,88.0,42.55468,273.39493
20220202T0100,5.0905285,0.0,89.0,41.476624,273.48328
20220202T0200,5.540529,0.0,88.0,41.19759,275.01312
20220202T0300,5.4405284,0.0,89.0,41.393738,277.49585
20220202T0400,5.3305287,0.0,90.0,37.996628,279.8193
20220202T0500,5.6005287,0.0,89.0,38.479603,280.7843
20220202T0600,5.6405287,0.0,89.0,39.47708,279.97772
20220202T0700,5.4605284,0.0,89.0,40.016712,278.2759
20220202T0800,5.5105286,0.0,89.0,37.688404,276.58194
20220202T0900,5.9805284,0.0,85.0,38.491394,277.5238
20220202T1000,6.3805285,0.0,83.0,36.537785,275.65442
20220202T1100,6.7405286,0.1,81.0,38.491394,277.5238
20220202T1200,7.3905287,0.1,77.0,38.19564,281.41583
20220202T1300,9.290529,0.0,75.0,27.852928,284.21585
20220202T1400,9.170529,0.0,75.0,27.345785,290.8209
20220202T1500,9.270529,0.0,76.0,25.872454,291.20923
20220202T1600,9.320529,0.0,76.0,23.263912,291.8014
20220202T1700,9.070529,0.0,78.0,21.046917,282.84772
20220202T1800,8.500529,0.0,81.0,16.595179,266.26862
20220202T1900,8.400529,0.0,84.0,19.559633,263.65982
20220202T2000,8.290529,0.0,84.0,20.833395,260.04938
20220202T2100,8.220529,0.0,86.0,20.907913,267.03906
20220202T2200,8.070529,0.1,86.0,16.700275,262.5686
20220202T2300,8.040529,0.2,87.0,17.057314,262.725
20220203T0000,8.000528,0.1,87.0,17.771753,263.01895
20220203T0100,7.9205284,0.2,87.0,18.175545,262.0304
20220203T0200,7.8005285,0.1,86.0,17.163355,260.34012
20220203T0300,7.5905285,0.0,86.0,15.745627,259.46082
20220203T0400,6.7605286,0.0,89.0,11.177405,255.06857
20220203T0500,6.7805285,0.0,86.0,8.654986,253.07248
20220203T0600,6.3905287,0.0,85.0,7.8954163,226.84761
20220203T0700,5.5705285,0.0,85.0,8.217153,208.81079
20220203T0800,3.6205285,0.0,90.0,8.350138,187.43141
20220203T0900,4.2205286,0.0,88.0,6.439876,153.43495
20220203T1000,6.3505287,0.0,84.0,4.510787,118.61046
20220203T1100,7.9905286,0.0,74.0,6.8399997,89.99999
20220203T1200,8.990529,0.0,72.0,2.0991426,59.036232
20220203T1300,10.220529,0.0,68.0,2.3051248,51.34018
20220203T1400,10.690529,0.0,67.0,3.0547013,315.0
20220203T1500,11.0505295,0.0,68.0,4.379589,279.46234
20220203T1600,11.180529,0.0,69.0,4.379589,279.46234
20220203T1700,10.920529,0.0,72.0,2.4149535,333.43497
20220203T1800,10.3005295,0.0,74.0,3.4152596,18.434952
20220203T1900,9.950529,0.0,76.0,2.0991426,59.036232
20220203T2000,9.580529,0.0,77.0,0.8049845,206.56505
20220203T2100,9.240529,0.0,79.0,3.6179552,174.28941
20220203T2200,9.190529,0.0,78.0,5.3517847,160.34618
20220203T2300,8.950529,0.0,72.0,7.208994,182.86241
20220204T0000,7.1005287,0.0,64.0,9.220499,218.65982
20220204T0100,6.7005286,0.0,68.0,7.386582,223.02507
20220204T0200,6.7605286,0.0,72.0,7.8954163,245.77226
20220204T0300,6.7005286,0.0,81.0,9.422101,263.41806
20220204T0400,6.2605286,0.0,86.0,9.47012,278.74615
20220204T0500,5.5905285,0.0,90.0,9.885262,280.4915
20220204T0600,5.4705286,0.0,90.0,9.36,270.0
20220204T0700,5.6305285,0.0,88.0,6.4799995,270.0
20220204T0800,5.3405285,0.0,87.0,8.647496,272.38596
20220204T0900,5.5205283,0.0,86.0,14.05845,267.06433
20220204T1000,6.7405286,0.0,79.0,16.203999,271.27304
20220204T1100,7.4805284,0.0,75.0,20.163212,271.02304
20220204T1200,8.120529,0.0,71.0,23.110207,274.46716
20220204T1300,9.410529,0.0,59.0,18.998314,260.1807
20220204T1400,9.840529,0.0,56.0,20.418695,260.8698
20220204T1500,10.360529,0.0,55.0,23.266697,261.9953
20220204T1600,10.280529,0.0,56.0,22.89611,253.55963
20220204T1700,9.620529,0.0,58.0,19.809813,250.90651
20220204T1800,8.950529,0.0,61.0,19.66536,246.2505
20220204T1900,8.100529,0.0,64.0,20.447239,243.8861
20220204T2000,7.8105288,0.0,66.0,24.633049,243.06049
20220204T2100,7.9105287,0.0,68.0,26.420174,250.08359
20220204T2200,8.130529,0.0,77.0,26.6327,260.665
20220204T2300,6.6605287,0.5,84.0,28.66468,334.7223
20220205T0000,4.8505287,0.0,68.0,17.287498,328.627
20220205T0100,4.5105286,0.0,68.0,11.753876,319.96973
20220205T0200,3.5505285,0.0,75.0,9.290511,324.46234
20220205T0300,2.4505286,0.0,78.0,9.19939,300.57922
20220205T0400,1.3605287,0.0,82.0,9.007196,267.7094
20220205T0500,1.2205287,0.0,86.0,8.766573,250.82098
20220205T0600,1.0705286,0.0,88.0,8.891343,238.24052
20220205T0700,1.1005287,0.0,87.0,9.178235,228.17984
20220205T0800,0.62052864,0.0,88.0,9.693296,211.32869
20220205T0900,1.7805287,0.0,80.0,12.496718,228.50352
20220205T1000,3.7005286,0.0,73.0,14.003029,252.03087
20220205T1100,5.1605287,0.0,69.0,13.979871,258.11133
20220205T1200,6.2505283,0.0,60.0,16.203999,268.727
20220205T1300,7.1805286,0.0,57.0,12.605142,271.6366
20220205T1400,7.9705286,0.0,52.0,14.77755,272.79272
20220205T1500,8.150529,0.0,49.0,15.986595,277.76517
20220205T1600,8.020529,0.0,50.0,16.039202,279.0395
20220205T1700,7.3805285,0.0,53.0,13.441071,277.69604
20220205T1800,5.9705286,0.0,59.0,10.853866,264.28943
20220205T1900,4.7805285,0.0,64.0,10.805998,240.01837
20220205T2000,3.2605286,0.0,72.0,11.457958,226.27303
20220205T2100,2.3405285,0.0,76.0,11.304229,217.23483
20220205T2200,2.2105286,0.0,75.0,11.525623,218.65982
20220205T2300,2.3005285,0.0,73.0,10.97262,228.9909
20220206T0000,2.5605285,0.0,74.0,11.753877,242.65013
20220206T0100,2.6405284,0.0,80.0,11.384198,235.30484
20220206T0200,2.5905285,0.0,83.0,11.090103,234.24612
20220206T0300,2.7105286,0.0,84.0,15.124284,231.76617
20220206T0400,3.5405285,0.0,78.0,18.892282,239.03624
20220206T0500,3.7905285,0.0,76.0,19.33639,241.04901
20220206T0600,3.9705286,0.0,78.0,17.654688,249.71744
20220206T0700,4.1005287,0.0,78.0,20.620806,253.77982
20220206T0800,3.6205285,0.0,75.0,26.072052,252.31561
20220206T0900,4.1105285,0.0,66.0,27.322077,251.56506
20220206T1000,5.1105285,0.0,64.0,31.771912,250.12782
20220206T1100,6.7605286,0.0,58.0,35.06999,252.68106
20220206T1200,7.0605288,0.0,58.0,37.137623,253.67316
20220206T1300,8.350529,0.0,57.0,35.031162,247.65189
20220206T1400,8.910529,0.0,57.0,35.58359,244.21268
20220206T1500,9.270529,0.0,55.0,39.621265,241.80502
20220206T1600,9.170529,0.0,55.0,42.785507,239.11893
20220206T1700,8.080529,0.2,62.0,42.826385,243.00417
20220206T1800,7.2105284,0.2,68.0,45.63488,240.19907
20220206T1900,7.0905285,0.0,68.0,47.051323,238.13402
20220206T2000,7.1805286,0.0,70.0,49.130436,241.55707
20220206T2100,7.5805287,0.0,72.0,47.82583,244.59229
20220206T2200,7.8805285,0.0,73.0,43.631348,243.01212
20220206T2300,8.190529,0.0,73.0,50.090477,251.56506
20220207T0000,8.130529,0.1,78.0,49.07897,261.98877
20220207T0100,8.030529,0.7,80.0,48.433044,264.8827
20220207T0200,7.3405285,1.5,87.0,42.609463,283.68402
20220207T0300,6.4305286,1.7,80.0,43.022636,294.20587
20220207T0400,5.3805285,0.2,74.0,41.41408,294.1142
20220207T0500,4.4505286,0.0,75.0,40.597084,298.61047
20220207T0600,3.3005285,0.0,72.0,37.554058,299.268
20220207T0700,2.2005286,0.0,76.0,30.430117,295.95877
20220207T0800,1.6305287,0.0,80.0,24.472057,296.1881
20220207T0900,2.1905286,0.0,80.0,22.127556,291.97452
20220207T1000,3.2005286,0.0,73.0,23.4,292.61987
20220207T1100,3.5305285,0.0,69.0,24.1388,287.35403
20220207T1200,3.9905286,0.0,66.0,23.795427,280.4599
20220207T1300,6.0905285,0.0,56.0,20.858265,291.2505
20220207T1400,6.6705284,0.0,54.0,18.388212,293.0513
20220207T1500,6.8505287,0.0,54.0,16.746773,295.46335
20220207T1600,6.8605285,0.0,54.0,16.1198,293.70264
20220207T1700,6.2605286,0.0,57.0,13.708391,293.1986
20220207T1800,4.9605284,0.0,63.0,11.525623,271.78992
20220207T1900,3.9005284,0.0,64.0,11.874544,255.96376
20220207T2000,3.0105286,0.0,67.0,10.948973,242.59244
20220207T2100,2.3505285,0.0,70.0,10.296251,233.53076
20220207T2200,1.9805287,0.0,72.0,9.449572,229.63547
20220207T2300,1.4305286,0.0,74.0,8.913181,226.63658
20220208T0000,1.1905286,0.0,75.0,7.9932966,215.83765
20220208T0100,1.2005286,0.0,74.0,7.24486,206.56505
20220208T0200,1.0605286,0.0,75.0,8.225035,203.1986
20220208T0300,0.7005287,0.0,78.0,7.8954163,204.22775
20220208T0400,0.44052866,0.0,80.0,7.289444,200.22485
20220208T0500,0.44052866,0.0,80.0,7.072878,194.74356
20220208T0600,-0.04947134,0.0,82.0,7.6367526,188.1301
20220208T0700,-0.31947133,0.0,81.0,7.2359104,185.71059
20220208T0800,-0.39947134,0.0,78.0,7.2,180.0
20220208T0900,0.79052866,0.0,74.0,5.2416787,164.0546
20220208T1000,3.3105285,0.0,71.0,3.8773184,201.8014
20220208T1100,5.7205286,0.0,65.0,5.8603754,259.38034
20220208T1200,7.2705283,0.0,61.0,8.28,270.0
20220208T1300,9.820529,0.0,52.0,9.422101,276.58194
20220208T1400,10.490529,0.0,51.0,11.659777,278.88065
20220208T1500,10.760529,0.0,52.0,11.792404,282.33908
20220208T1600,10.680529,0.0,55.0,11.726277,287.8787
20220208T1700,9.910529,0.0,60.0,8.854829,296.56506
20220208T1800,9.110529,0.0,62.0,6.792466,302.00537
20220208T1900,7.9605284,0.0,68.0,3.6179552,275.7106
20220208T2000,7.290529,0.0,70.0,3.7585104,196.69925
20220208T2100,6.9305286,0.0,71.0,5.4119864,176.18593
20220208T2200,6.1505284,0.0,75.0,5.4833565,156.8014
20220208T2300,5.4105287,0.0,79.0,5.991594,122.73523
20220209T0000,4.7605286,0.0,82.0,8.089993,110.854454
20220209T0100,3.9705286,0.0,84.0,9.178235,101.30993
20220209T0200,2.6705287,0.0,89.0,8.759178,99.46232
20220209T0300,2.0005286,0.0,91.0,7.8625183,105.9454
20220209T0400,1.6105287,0.0,91.0,7.172949,107.52557
20220209T0500,1.5005287,0.0,89.0,6.9527545,111.2505
20220209T0600,1.7505287,0.0,83.0,6.439876,116.56505
20220209T0700,2.2805285,0.0,75.0,6.763786,115.20112
20220209T0800,2.5805285,0.0,70.0,7.628263,109.29004
20220209T0900,2.8505285,0.0,71.0,7.8625183,105.9454
20220209T1000,3.8805285,0.0,72.0,8.654986,106.92751
20220209T1100,6.2605286,0.0,71.0,7.771331,103.392494
20220209T1200,8.440529,0.0,63.0,5.771239,93.576324
20220209T1300,9.780529,0.0,57.0,5.771239,93.576324
20220209T1400,11.070529,0.0,52.0,2.5455842,81.869896
20220209T1500,11.670529,0.0,50.0,1.484318,75.96376
20220209T1600,11.830529,0.0,48.0,2.1897945,80.537674
20220209T1700,11.440529,0.0,49.0,2.8799999,89.99999
20220209T1800,11.0505295,0.0,48.0,5.3517847,109.653824
20220209T1900,10.100529,0.0,53.0,7.2,126.869896
20220209T2000,9.150529,0.0,60.0,7.754637,158.1986
20220209T2100,7.4805284,0.0,64.0,7.5942073,174.55966
20220209T2200,5.7705283,0.0,64.0,6.379216,163.61046
20220209T2300,6.9705286,0.0,59.0,7.289444,110.22486
20220210T0000,6.3305287,0.0,57.0,7.9036193,120.06859
20220210T0100,4.5005283,0.0,67.0,8.217153,151.18921
20220210T0200,4.0805287,0.0,76.0,7.928177,129.47246
20220210T0300,3.9905286,0.0,74.0,6.763786,115.20112
20220210T0400,3.7405286,0.0,72.0,5.991594,122.73523
20220210T0500,3.5305285,0.0,67.0,6.989936,145.49147
20220210T0600,3.6605287,0.0,65.0,8.654987,135.0
20220210T0700,4.3105288,0.0,65.0,9.0,143.1301
20220210T0800,4.4305286,0.0,67.0,7.5942082,148.57043
20220210T0900,3.9905286,0.0,72.0,4.6102495,141.34018
20220210T1000,5.3605285,0.0,72.0,2.52,270.0
20220210T1100,8.990529,0.0,66.0,13.358861,284.03625
20220210T1200,10.940529,0.0,61.0,20.06334,279.2933
20220210T1300,12.0505295,0.0,54.0,22.7057,272.72632
20220210T1400,12.560529,0.0,54.0,23.469128,274.3987
20220210T1500,12.540529,0.0,55.0,23.177402,276.2419
20220210T1600,12.290529,0.0,56.0,20.316889,277.125
20220210T1700,11.380529,0.0,61.0,15.463244,282.09476
20220210T1800,9.870529,0.0,67.0,10.041354,284.53445
20220210T1900,9.030529,0.0,69.0,7.968939,251.56506
20220210T2000,9.150529,0.0,67.0,9.0,233.1301
20220210T2100,9.220529,0.0,68.0,7.342588,258.69006
20220210T2200,8.970529,0.0,74.0,7.42159,292.83368
20220210T2300,8.080529,0.0,85.0,8.0899935,302.27563
20220211T0000,7.4105287,0.0,92.0,5.0911684,315.0
20220211T0100,6.7205286,0.4,97.0,7.10031,329.53445
20220211T0200,6.6705284,0.3,95.0,11.367109,280.95407
20220211T0300,6.5605288,0.7,92.0,11.525623,284.47028
20220211T0400,6.2605286,0.1,86.0,14.118243,289.359
20220211T0500,5.1605287,0.7,86.0,24.86868,337.89056
20220211T0600,2.5405285,0.9,90.0,19.64558,346.21838
20220211T0700,1.7205287,0.8,93.0,10.44,316.3972
20220211T0800,2.0105286,0.1,91.0,8.64,270.0
20220211T0900,3.0105286,0.0,85.0,9.779817,263.65982
20220211T1000,4.1805286,0.0,77.0,12.245294,268.3153
20220211T1100,5.1005287,0.0,69.0,13.684735,271.50745
20220211T1200,6.0605288,0.0,58.0,12.72283,295.11484
20220211T1300,6.7705283,0.0,59.0,9.931042,313.5312
20220211T1400,7.2005286,0.0,52.0,12.218805,315.0
20220211T1500,7.2505283,0.0,51.0,12.682018,325.4077
20220211T1600,7.0905285,0.0,53.0,12.10157,337.24902
20220211T1700,6.4605284,0.0,56.0,11.879999,360.0
20220211T1800,5.3105288,0.0,61.0,10.739833,13.570435
20220211T1900,3.9705286,0.0,64.0,9.028754,23.49855
20220211T2000,3.1005285,0.0,67.0,6.1305785,49.76364
20220211T2100,2.4105287,0.0,73.0,7.5942073,95.44032
20220211T2200,1.2605287,0.0,80.0,9.360001,112.61986
20220211T2300,0.7605287,0.0,83.0,9.83268,113.7495
20220212T0000,0.12052866,0.0,86.0,9.565437,109.798874
20220212T0100,0.27052864,0.0,77.0,10.365251,110.323135
20220212T0200,0.08052866,0.0,79.0,11.720751,100.61965
20220212T0300,-0.14947134,0.0,86.0,10.105681,94.08562
20220212T0400,-0.16947135,0.0,87.0,7.342588,101.30993
20220212T0500,-0.37947133,0.0,89.0,5.1544156,102.09476
20220212T0600,-0.5394713,0.0,89.0,4.68,89.99999
20220212T0700,-0.64947134,0.0,89.0,5.771239,86.42367
20220212T0800,-0.5594713,0.0,86.0,5.3999996,89.99999
20220212T0900,0.6405287,0.0,79.0,5.4119864,93.81408
20220212T1000,2.5305285,0.0,70.0,10.661107,101.68936
20220212T1100,3.5505285,0.0,62.0,14.799459,108.434944
20220212T1200,4.6705284,0.0,57.0,15.844089,111.31791
20220212T1300,5.8505287,0.0,39.0,15.256526,109.29004
20220212T1400,6.9705286,0.0,37.0,14.145756,104.74355
20220212T1500,7.8705287,0.0,36.0,10.805999,91.90914
20220212T1600,8.260529,0.0,38.0,8.4042845,80.134186
20220212T1700,8.080529,0.0,44.0,6.130579,86.63353
20220212T1800,7.5505285,0.0,41.0,7.7879906,146.30994
20220212T1900,3.5805285,0.0,52.0,11.119281,150.94539
20220212T2000,4.2505283,0.0,49.0,9.290511,125.537674
20220212T2100,5.040529,0.0,47.0,9.686609,131.98721
20220212T2200,4.8005285,0.0,50.0,9.931042,136.4688
20220212T2300,4.8105288,0.0,52.0,9.673221,135.0
20220213T0000,5.3105288,0.0,51.0,9.1641035,135.0
20220213T0100,4.8705287,0.0,54.0,7.8954163,136.84761
20220213T0200,4.1905284,0.0,62.0,7.289445,147.09476
20220213T0300,3.8605285,0.0,68.0,5.1165614,140.71059
20220213T0400,3.8605285,0.0,69.0,5.0911684,135.0
20220213T0500,3.7305286,0.0,71.0,8.913181,133.36342
20220213T0600,2.4605286,0.0,76.0,10.691453,135.0
20220213T0700,2.1705287,0.0,76.0,10.315115,119.248825
20220213T0800,2.2405286,0.0,73.0,11.165805,110.772255
20220213T0900,2.3305285,0.0,76.0,10.661107,101.68936
20220213T1000,4.8005285,0.0,73.0,8.699793,114.44395
20220213T1100,8.930529,0.0,60.0,7.2,180.0
20220213T1200,10.730529,0.0,43.0,18.39878,210.57922
20220213T1300,11.310529,0.0,37.0,18.11841,200.95578
20220213T1400,11.680529,0.0,39.0,19.486609,205.14479
20220213T1500,11.870529,0.0,42.0,19.319628,206.56505
20220213T1600,11.260529,0.0,44.0,20.46941,203.86018
20220213T1700,9.830529,0.0,47.0,18.899143,197.74467
20220213T1800,7.7705283,0.0,52.0,13.32,161.07535
20220213T1900,5.1605287,0.0,65.0,11.090103,144.24611
20220213T2000,3.0605285,0.0,79.0,10.233123,129.2894
20220213T2100,2.0005286,0.0,81.0,11.019764,128.36748
20220213T2200,1.0605286,0.0,80.0,12.819235,128.15723
20220213T2300,0.16052866,0.0,84.0,14.05845,129.80557
20220214T0000,-1.1594714,0.0,88.0,13.891522,121.2184
20220214T0100,-1.2994714,0.0,87.0,13.049689,114.44395
20220214T0200,-0.96947134,0.0,84.0,14.986553,114.10223
20220214T0300,-0.029471342,0.0,73.0,16.267857,114.86369
20220214T0400,1.4105287,0.0,62.0,18.532133,114.07549
20220214T0500,1.6305287,0.0,63.0,17.58481,112.89055
20220214T0600,2.3805285,0.0,62.0,14.973577,117.18111
20220214T0700,3.8605285,0.0,58.0,14.618837,127.99873
20220214T0800,5.5705285,0.0,58.0,13.608762,142.52382
20220214T0900,7.7205286,0.0,62.0,11.013882,191.30994
20220214T1000,8.280529,0.0,62.0,13.0447235,207.97948
20220214T1100,8.540529,0.0,61.0,14.618837,217.99873
20220214T1200,9.250529,0.0,61.0,10.97262,221.0091
20220214T1300,9.210529,0.0,64.0,12.984975,223.87671
20220214T1400,8.530529,0.5,70.0,9.793059,216.02737
20220214T1500,8.340529,0.6,72.0,8.427383,199.98311
20220214T1600,7.8905287,0.5,75.0,8.39657,210.96376
20220214T1700,7.2605286,0.5,78.0,7.9036193,210.06859
20220214T1800,6.7505283,0.2,78.0,8.699793,204.44395
20220214T1900,6.0905285,0.5,85.0,8.161764,221.42366
20220214T2000,5.8905287,0.5,87.0,6.3690495,222.7094
20220214T2100,5.8705287,0.0,83.0,5.771239,176.42366
20220214T2200,6.0105286,0.0,80.0,5.04,180.0
20220214T2300,6.2305284,0.0,77.0,5.00128,210.25644
20220215T0000,6.5805287,0.0,75.0,3.096837,215.53769
20220215T0100,6.5605288,0.0,74.0,4.510787,208.61046
20220215T0200,6.0005283,0.0,74.0,5.5887027,194.93143
20220215T0300,5.1805286,0.0,77.0,6.379216,196.38954
20220215T0400,4.4005284,0.0,80.0,7.8954163,226.84761
20220215T0500,5.1805286,0.0,81.0,8.39657,239.03624
20220215T0600,4.9605284,0.0,84.0,9.021574,241.38954
20220215T0700,4.9305286,0.0,89.0,11.440978,257.27563
20220215T0800,5.1005287,0.0,89.0,15.941944,263.51694
20220215T0900,5.5305285,0.0,83.0,20.991426,275.90616
20220215T1000,6.0305285,0.0,76.0,20.431387,284.2811
20220215T1100,5.8505287,0.0,80.0,21.647945,273.8141
20220215T1200,6.3605285,0.0,76.0,21.434364,277.72183
20220215T1300,7.7505283,0.0,69.0,22.862125,277.23694
20220215T1400,8.020529,0.0,65.0,22.366402,273.6914
20220215T1500,7.9505286,0.0,65.0,24.144165,272.56378
20220215T1600,7.7205286,0.0,64.0,22.68,270.0
20220215T1700,7.1605287,0.0,65.0,20.163212,271.02304
20220215T1800,6.0905285,0.0,69.0,12.783802,260.27243
20220215T1900,5.2305284,0.0,72.0,12.031756,231.07246
20220215T2000,4.4205284,0.0,70.0,14.021525,221.87787
20220215T2100,4.1105285,0.0,64.0,10.805998,209.98164
20220215T2200,3.7105286,0.0,62.0,11.113451,204.90477
20220215T2300,4.4905286,0.0,63.0,13.397612,210.69972
20220216T0000,5.1605287,0.0,63.0,12.599998,216.8699
20220216T0100,5.2805285,0.0,69.0,15.124284,218.23383
20220216T0200,5.9105287,0.0,69.0,19.602652,225.74406
20220216T0300,5.5705285,0.0,69.0,22.961115,221.18593
20220216T0400,5.2305284,0.0,67.0,21.889065,216.3045
20220216T0500,5.0105286,0.0,66.0,22.104116,217.05653
20220216T0600,5.3105288,0.0,67.0,20.929594,220.8151
20220216T0700,5.4305286,0.0,69.0,22.45315,221.0995
20220216T0800,5.7405286,0.0,69.0,23.950148,222.56335
20220216T0900,6.2805285,0.0,68.0,25.460934,223.85425
20220216T1000,7.1405287,0.0,67.0,24.693481,224.40935
20220216T1100,8.200529,0.0,66.0,21.638964,225.67404
20220216T1200,10.530529,0.0,61.0,25.1614,236.08258
20220216T1300,11.630529,0.0,66.0,26.576681,241.69925
20220216T1400,11.570529,0.0,68.0,28.01531,244.09349
20220216T1500,11.970529,0.0,68.0,29.142216,242.80186
20220216T1600,11.920529,0.0,69.0,27.729347,240.43965
20220216T1700,11.990529,0.0,70.0,28.162954,237.52881
20220216T1800,11.500529,0.0,73.0,26.459387,236.09372
20220216T1900,11.410529,0.0,73.0,26.064596,237.40742
20220216T2000,11.470529,0.0,75.0,26.427528,245.87903
20220216T2100,11.720529,0.0,74.0,30.599998,244.94238
20220216T2200,11.740529,0.0,76.0,33.092598,239.25003
20220216T2300,11.620529,0.0,76.0,32.714474,245.9735
20220217T0000,11.400529,0.0,76.0,33.493546,244.53665
20220217T0100,11.110529,0.0,75.0,35.09769,243.17213
20220217T0200,11.380529,0.0,75.0,36.55906,244.94902
20220217T0300,11.110529,0.2,75.0,37.374172,249.12099
20220217T0400,10.630529,0.5,76.0,35.565376,248.62938
20220217T0500,10.160529,0.3,78.0,33.927967,250.79602
20220217T0600,9.920529,0.2,80.0,32.142982,254.4072
20220217T0700,9.640529,0.1,81.0,31.559088,258.81824
20220217T0800,9.510529,0.0,78.0,34.674183,257.40668
20220217T0900,10.020529,0.0,74.0,35.457714,254.69386
20220217T1000,10.3005295,0.0,72.0,37.648838,263.96234
20220217T1100,10.580529,0.0,69.0,38.36492,264.07544
20220217T1200,10.850529,0.0,66.0,38.08861,262.94217
20220217T1300,11.710529,0.0,66.0,34.56,270.0
